NumberofFloors,NumberofBuildings,BuildingAge,PropertyGFATotal,PropertyGFATotal-binned,Neighborhood,renamed_PropertyType,Electricity_ratio,NaturalGas,SteamUse,SiteEnergyUse(kBtu),TotalGHGEmissions,ENERGYSTARScore
4.0,1.0,17.0,209816.0,Large,LAKE UNION,Office,76.67253,True,False,6917478.5,122.68,97.0
6.0,1.0,17.0,303103.0,Large,LAKE UNION,Office,95.05271,True,False,7519466.5,69.59,97.0
5.0,1.0,49.0,88062.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,3415561.25,23.81,80.0
5.0,1.0,51.0,87178.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00001,False,False,3632613.75,25.32,69.0
5.0,1.0,53.0,87178.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99998,False,False,3493093.75,24.35,86.0
5.0,1.0,52.0,88000.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,3484915.5,24.29,75.0
3.0,1.0,35.0,124071.0,Medium,LAKE UNION,Office,99.95694,True,False,4991360.5,34.9,73.0
4.0,1.0,23.0,90000.0,Medium,LAKE UNION,Office,99.99997,False,False,3897738.0,27.17,84.0
3.0,1.0,22.0,96041.0,Medium,LAKE UNION,Office,99.99998,False,False,5413418.0,37.74,70.0
3.0,1.0,24.0,280957.0,Large,LAKE UNION,Office,97.00711,True,False,11325513.0,94.47,96.0
4.0,1.0,24.0,243334.0,Large,LAKE UNION,Office,93.81428,True,False,8651835.0,85.01,89.0
5.0,1.0,41.0,390295.0,Large,GREATER DUWAMISH,Office,99.99999,False,False,7683885.0,53.57,95.0
6.0,1.0,98.0,94033.0,Medium,BALLARD,Office,60.33904,True,False,4758198.0,120.24,
10.0,1.0,21.0,181694.0,Medium,DOWNTOWN,Office,99.99999,False,False,7637986.0,53.25,88.0
22.0,1.0,53.0,227556.0,Large,DOWNTOWN,Office,99.99999,False,False,8493420.0,59.21,95.0
1.0,1.0,59.0,53250.0,Medium,GREATER DUWAMISH,Office,58.42049,True,False,1794187.25,46.93,96.0
6.0,1.0,36.0,78672.0,Medium,MAGNOLIA / QUEEN ANNE,Office,86.63967,True,False,2179719.75,28.63,98.0
6.0,1.0,18.0,336700.0,Large,LAKE UNION,Office,86.95735,False,False,9058916.0,54.92,95.0
2.0,1.0,109.0,62220.0,Medium,CENTRAL,Office,99.76438,True,False,5444253.5,38.55,32.0
1.0,1.0,53.0,65430.0,Medium,GREATER DUWAMISH,Office,53.62366,True,False,3181045.5,90.24,89.0
3.0,1.0,17.0,102290.0,Medium,NORTHEAST,Office,97.53259,True,False,6062770.5,49.17,26.0
4.0,1.0,45.0,85385.0,Medium,LAKE UNION,Office,99.99999,False,False,4855036.5,33.85,
5.0,1.0,33.0,144573.0,Medium,LAKE UNION,Office,99.99998,False,False,5135040.0,35.8,62.0
5.0,1.0,49.0,86400.0,Medium,NORTHWEST,Office,45.04042,True,False,9080022.0,293.55,53.0
6.0,1.0,42.0,86483.0,Medium,NORTHWEST,Office,99.99999,False,False,6361236.5,44.35,56.0
5.0,1.0,37.0,154029.0,Medium,MAGNOLIA / QUEEN ANNE,Office,87.58269,True,False,4636396.5,58.88,95.0
4.0,1.0,23.0,175885.0,Medium,LAKE UNION,Office,99.99999,False,False,6486377.5,45.22,91.0
1.0,1.0,75.0,53620.0,Medium,GREATER DUWAMISH,Office,91.82249,True,False,2058955.25,22.12,86.0
1.0,1.0,85.0,50008.0,Medium,GREATER DUWAMISH,Office,70.91461,True,False,3202213.0,65.3,62.0
4.0,1.0,14.0,291176.0,Large,MAGNOLIA / QUEEN ANNE,Office,98.91504,True,False,6657348.5,49.74,98.0
11.0,1.0,52.0,124721.0,Medium,LAKE UNION,Office,58.06501,True,False,13898181.0,365.79,58.0
7.0,1.0,53.0,94002.0,Medium,LAKE UNION,Office,100.0,False,False,5662234.0,39.47,70.0
7.0,,110.0,154159.0,Medium,DOWNTOWN,Office,,True,False,11195917.0,29.43,100.0
5.0,1.0,119.0,78920.0,Medium,DOWNTOWN,Office,99.99997,False,False,2830674.75,19.73,88.0
7.0,1.0,117.0,99440.0,Medium,DOWNTOWN,Office,70.92432,True,False,6606832.5,134.69,64.0
6.0,1.0,116.0,73260.0,Medium,DOWNTOWN,Office,99.99998,False,False,2853189.5,19.89,82.0
4.0,1.0,123.0,69817.0,Medium,DOWNTOWN,Office,57.16623,True,True,2178074.5,76.8,87.0
4.0,1.0,123.0,84750.0,Medium,DOWNTOWN,Office,88.16634,True,False,2094724.625,26.04,
6.0,1.0,123.0,75496.0,Medium,DOWNTOWN,Office,100.00001,False,False,3570161.75,24.89,
4.0,1.0,123.0,164380.0,Medium,DOWNTOWN,Office,80.94195,True,True,7655751.0,130.31,79.0
7.0,1.0,116.0,160580.0,Medium,DOWNTOWN,Office,69.50993,True,True,4336187.5,99.59,98.0
6.0,1.0,114.0,73470.0,Medium,DOWNTOWN,Office,100.0,False,False,3212269.0,22.39,83.0
4.0,1.0,123.0,129000.0,Medium,GREATER DUWAMISH,Office,99.99998,False,False,4374646.0,30.5,80.0
4.0,1.0,119.0,58970.0,Medium,GREATER DUWAMISH,Office,64.87094,True,False,1776411.75,41.18,
4.0,1.0,119.0,66842.0,Medium,DOWNTOWN,Office,61.64711,True,False,5608600.5,138.35,31.0
6.0,1.0,114.0,75288.0,Medium,DOWNTOWN,Office,99.987,True,False,2891605.0,20.18,81.0
7.0,1.0,119.0,184322.0,Medium,DOWNTOWN,Office,99.99999,False,False,9722890.0,67.78,81.0
7.0,1.0,14.0,287853.0,Large,DOWNTOWN,Office,99.6694,True,False,25567108.0,182.14,43.0
2.0,1.0,109.0,64512.0,Medium,GREATER DUWAMISH,Office,49.46486,True,False,5968153.5,180.76,53.0
3.0,1.0,93.0,60592.0,Medium,GREATER DUWAMISH,Office,94.83047,True,False,5049446.5,47.25,16.0
4.0,0.0,93.0,76624.0,Medium,EAST,Office,89.00003,True,False,2773647.5,33.41,91.0
6.0,1.0,22.0,91706.0,Medium,NORTHEAST,Office,99.99999,False,False,8570571.0,59.75,2.0
5.0,1.0,32.0,138106.0,Medium,DELRIDGE,Office,99.99998,False,False,8381834.5,58.43,41.0
11.0,1.0,23.0,312512.0,Large,DOWNTOWN,Office,99.50341,True,False,25747022.0,185.39,
6.0,1.0,97.0,97720.0,Medium,DOWNTOWN,Office,99.99999,False,False,2478025.25,17.28,
6.0,1.0,123.0,205521.0,Large,DOWNTOWN,Office,53.15396,True,True,8138616.5,282.46,94.0
6.0,1.0,123.0,56700.0,Medium,DOWNTOWN,Office,99.99998,False,False,3065954.5,21.37,55.0
4.0,1.0,98.0,72000.0,Medium,GREATER DUWAMISH,Office,96.46131,True,False,2729167.75,23.48,89.0
4.0,1.0,23.0,191146.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,5101504.5,35.56,93.0
14.0,1.0,15.0,362046.0,Large,DOWNTOWN,Office,98.99126,True,False,15725581.0,116.95,86.0
23.0,1.0,22.0,538933.0,Large,DOWNTOWN,Office,99.99999,False,False,16020642.0,111.69,90.0
5.0,1.0,41.0,98668.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.0,False,False,4391348.0,30.61,91.0
1.0,1.0,16.0,158931.0,Medium,GREATER DUWAMISH,Office,90.70517,True,False,8751704.0,98.54,12.0
1.0,1.0,45.0,105100.0,Medium,MAGNOLIA / QUEEN ANNE,Office,79.97851,True,False,22078064.0,357.86,1.0
2.0,1.0,86.0,61929.0,Medium,MAGNOLIA / QUEEN ANNE,Office,60.28316,True,False,2203026.5,55.73,59.0
4.0,1.0,23.0,165111.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,25478086.0,177.62,1.0
4.0,1.0,23.0,129551.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,27137190.0,189.18,1.0
3.0,1.0,98.0,20565.0,Small,DOWNTOWN,Office,99.99994,False,False,802312.5,5.59,65.0
5.0,1.0,23.0,159937.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,7857972.5,54.78,63.0
5.0,1.0,15.0,183964.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,14856199.0,103.57,56.0
5.0,1.0,37.0,208210.0,Large,MAGNOLIA / QUEEN ANNE,Office,69.22502,True,False,5514308.5,116.74,95.0
7.0,1.0,37.0,277486.0,Large,DOWNTOWN,Office,99.99998,False,False,12729858.0,88.74,63.0
3.0,1.0,30.0,187130.0,Medium,DOWNTOWN,Office,99.99999,False,False,10053489.0,70.09,77.0
5.0,1.0,23.0,251044.0,Large,DOWNTOWN,Office,99.99999,False,False,17186624.0,119.81,99.0
6.0,1.0,105.0,108245.0,Medium,DOWNTOWN,Office,94.10295,False,True,4515180.5,50.17,
6.0,1.0,118.0,167860.0,Medium,DOWNTOWN,Office,99.99999,False,False,6797647.0,47.39,70.0
6.0,1.0,113.0,112560.0,Medium,DOWNTOWN,Office,72.24915,True,False,4946798.5,97.82,86.0
2.0,1.0,72.0,112896.0,Medium,GREATER DUWAMISH,Office,81.93235,True,False,10287986.0,157.48,66.0
4.0,1.0,22.0,92092.0,Medium,BALLARD,Office,100.0,False,False,4817062.0,33.58,5.0
4.0,1.0,15.0,202623.0,Large,LAKE UNION,Office,99.99999,False,False,8873485.0,61.86,73.0
2.0,1.0,23.0,77174.0,Medium,LAKE UNION,Office,99.99998,False,False,5481549.0,38.21,33.0
5.0,1.0,25.0,110524.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,6859198.0,47.82,57.0
7.0,1.0,23.0,241875.0,Large,MAGNOLIA / QUEEN ANNE,Office,98.06816,True,False,8655604.0,68.06,88.0
5.0,1.0,49.0,102930.0,Medium,MAGNOLIA / QUEEN ANNE,Office,85.44405,True,False,4750799.0,65.03,85.0
3.0,1.0,121.0,76893.0,Medium,DOWNTOWN,Office,68.24217,True,False,12029600.0,260.13,
8.0,1.0,48.0,150000.0,Medium,DOWNTOWN,Office,87.28855,True,False,9343428.0,119.93,65.0
7.0,1.0,70.0,274362.0,Large,DOWNTOWN,Office,95.74079,True,False,16540550.0,147.82,82.0
15.0,1.0,40.0,378002.0,Large,DOWNTOWN,Office,84.97165,True,False,17750994.0,246.83,85.0
11.0,1.0,60.0,169020.0,Medium,DOWNTOWN,Office,62.79778,True,True,11480494.0,346.62,83.0
19.0,1.0,42.0,383515.0,Large,DOWNTOWN,Office,99.99999,False,False,15878689.0,110.7,90.0
7.0,1.0,44.0,131143.0,Medium,DOWNTOWN,Office,94.08676,True,False,5177270.5,109.16,93.0
10.0,1.0,115.0,132998.0,Medium,DOWNTOWN,Office,59.45419,False,True,3775187.5,133.8,97.0
6.0,1.0,114.0,51218.0,Medium,DOWNTOWN,Office,99.99998,False,False,2886141.5,20.12,57.0
29.0,1.0,53.0,489182.0,Large,DOWNTOWN,Office,89.70618,True,False,36378588.0,426.39,43.0
13.0,1.0,102.0,189175.0,Medium,DOWNTOWN,Office,99.99998,False,False,19036416.0,132.71,13.0
13.0,1.0,25.0,293803.0,Large,DOWNTOWN,Office,99.99998,False,False,17074142.0,119.03,25.0
7.0,1.0,113.0,122356.0,Medium,DOWNTOWN,Office,95.34892,True,False,4585070.5,41.8,91.0
3.0,1.0,102.0,52298.0,Medium,DOWNTOWN,Office,99.99999,False,False,1968655.125,13.72,89.0
17.0,1.0,112.0,116640.0,Medium,DOWNTOWN,Office,74.30444,False,True,6758565.5,169.06,75.0
,1.0,42.0,,Large,DOWNTOWN,Office,99.99998,False,False,37980712.0,264.78,95.0
6.0,1.0,113.0,95000.0,Medium,DOWNTOWN,Office,98.3002,True,False,4052720.0,31.43,83.0
9.0,1.0,52.0,224857.0,Large,DOWNTOWN,Office,73.49821,False,True,15272491.0,390.67,79.0
8.0,1.0,25.0,446261.0,Large,DOWNTOWN,Office,99.99999,False,False,13568148.0,94.59,96.0
6.0,1.0,116.0,62370.0,Medium,GREATER DUWAMISH,Office,99.99998,False,False,4353025.0,30.35,30.0
1.0,1.0,73.0,93610.0,Medium,GREATER DUWAMISH,Office,62.18395,True,False,6235947.0,152.28,95.0
2.0,1.0,50.0,156188.0,Medium,GREATER DUWAMISH,Office,95.8156,True,False,6843855.0,60.92,67.0
5.0,1.0,48.0,238148.0,Large,GREATER DUWAMISH,Office,99.99999,False,False,10775646.0,75.12,93.0
3.0,1.0,94.0,85126.0,Medium,DELRIDGE,Office,49.03615,True,False,37951708.0,166.13,1.0
4.0,1.0,15.0,242686.0,Large,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,9683979.0,67.51,77.0
6.0,1.0,123.0,95760.0,Medium,DOWNTOWN,Office,85.18793,True,False,5392617.5,74.45,83.0
10.0,1.0,29.0,381511.0,Large,MAGNOLIA / QUEEN ANNE,Office,94.9517,True,False,11410228.0,106.12,87.0
17.0,1.0,14.0,413264.0,Large,DOWNTOWN,Office,99.99999,False,False,13631141.0,95.03,91.0
3.0,1.0,63.0,113944.0,Medium,NORTHEAST,Office,99.50493,True,False,17880184.0,128.73,1.0
3.0,1.0,113.0,38460.0,Small,CENTRAL,Office,75.08377,True,False,1950713.25,36.02,69.0
3.0,1.0,44.0,43500.0,Small,BALLARD,Office,99.86837,True,False,3220635.25,22.65,46.0
2.0,1.0,45.0,28492.0,Small,BALLARD,Office,71.92732,True,False,1896298.875,37.78,12.0
3.0,1.0,60.0,22325.0,Small,BALLARD,Office,100.00001,False,False,1401315.875,9.77,
2.0,1.0,106.0,21600.0,Small,DOWNTOWN,Office,75.88584,True,False,1636649.125,29.62,
5.0,1.0,49.0,61825.0,Medium,DOWNTOWN,Office,44.31541,True,False,4322873.0,141.2,59.0
3.0,1.0,81.0,64630.0,Medium,DOWNTOWN,Office,99.99997,False,False,1408291.375,9.82,96.0
2.0,1.0,94.0,20028.0,Small,DOWNTOWN,Office,70.35108,False,True,511797.4063,14.22,95.0
7.0,1.0,123.0,23622.0,Small,DOWNTOWN,Office,76.05839,True,False,552007.5,9.95,100.0
3.0,1.0,121.0,23563.0,Small,DOWNTOWN,Office,100.00004,False,False,883197.6875,6.16,67.0
5.0,1.0,117.0,26840.0,Small,DOWNTOWN,Office,100.0,False,False,1989287.0,13.87,24.0
3.0,1.0,44.0,63990.0,Medium,DOWNTOWN,Office,99.77108,True,False,2067352.5,14.63,51.0
3.0,1.0,115.0,28800.0,Small,DOWNTOWN,Office,68.69043,True,False,1345025.75,28.81,50.0
3.0,1.0,69.0,33552.0,Small,DOWNTOWN,Office,37.93059,True,False,1696978.75,60.43,75.0
3.0,1.0,97.0,57620.0,Medium,DOWNTOWN,Office,100.0,False,False,2385395.0,16.63,50.0
2.0,1.0,98.0,44098.0,Small,DOWNTOWN,Office,68.75495,False,True,1441900.5,41.69,53.0
1.0,1.0,58.0,23752.0,Small,DOWNTOWN,Office,53.51225,True,False,1067153.75,30.33,
2.0,1.0,34.0,20384.0,Small,NORTHEAST,Office,98.2718,True,False,1791071.375,13.91,16.0
5.0,1.0,45.0,43506.0,Small,DOWNTOWN,Office,53.00439,True,False,3460275.5,99.15,51.0
2.0,1.0,11.0,84116.0,Medium,LAKE UNION,Office,98.63675,True,False,2641681.75,20.08,68.0
5.0,1.0,123.0,39960.0,Small,DOWNTOWN,Office,65.38891,True,False,2178690.5,49.98,77.0
3.0,1.0,42.0,43387.0,Small,SOUTHWEST,Office,87.56233,True,False,2686765.0,34.15,60.0
1.0,1.0,62.0,29740.0,Small,GREATER DUWAMISH,Office,85.83117,True,False,1467060.25,19.82,57.0
3.0,1.0,14.0,38075.0,Small,SOUTHEAST,Office,93.63153,True,False,1921801.25,19.04,
2.0,1.0,53.0,39170.0,Small,SOUTHEAST,Office,50.96205,True,False,2130673.75,63.06,81.0
2.0,1.0,66.0,21183.0,Small,LAKE UNION,Office,99.99997,False,False,361542.0938,2.52,99.0
3.0,1.0,62.0,29392.0,Small,LAKE UNION,Office,97.389,True,False,755618.1875,6.18,91.0
5.0,1.0,38.0,137738.0,Medium,LAKE UNION,Office,99.99999,False,False,4704936.5,32.8,62.0
5.0,1.0,10.0,206126.0,Large,LAKE UNION,Office,80.21704,True,False,4489661.0,72.26,98.0
2.0,1.0,123.0,20500.0,Small,LAKE UNION,Office,96.69387,True,False,1326178.125,11.27,48.0
1.0,1.0,63.0,20678.0,Small,NORTHWEST,Office,23.30382,True,False,770333.0,32.63,98.0
2.0,1.0,41.0,40029.0,Small,GREATER DUWAMISH,Office,99.99998,False,False,1471914.25,10.26,69.0
2.0,1.0,53.0,28304.0,Small,GREATER DUWAMISH,Office,99.99996,False,False,1269367.5,8.85,67.0
2.0,1.0,54.0,25872.0,Small,GREATER DUWAMISH,Office,59.57773,True,False,1787119.0,45.79,
2.0,1.0,54.0,25872.0,Small,GREATER DUWAMISH,Office,41.07177,True,False,2399353.5,81.96,41.0
2.0,1.0,65.0,21436.0,Small,LAKE UNION,Office,100.00006,False,False,534703.6875,3.73,95.0
4.0,1.0,17.0,39926.0,Small,LAKE UNION,Office,84.04364,True,False,1010967.688,14.49,
3.0,1.0,38.0,31417.0,Small,LAKE UNION,Office,61.04583,True,False,1126157.25,28.09,94.0
2.0,1.0,104.0,25920.0,Small,DOWNTOWN,Office,58.95371,True,False,1793851.375,46.48,75.0
4.0,1.0,98.0,39760.0,Small,EAST,Office,,True,True,2478960.0,149.91,92.0
3.0,1.0,77.0,22667.0,Small,EAST,Office,52.35525,True,True,3767135.0,148.55,1.0
5.0,1.0,22.0,33740.0,Small,LAKE UNION,Office,99.99998,False,False,1291405.25,9.0,79.0
2.0,1.0,42.0,22388.0,Small,LAKE UNION,Office,79.53416,True,False,576405.125,9.46,
2.0,1.0,37.0,35600.0,Small,LAKE UNION,Office,96.823,True,False,2173143.75,18.34,47.0
2.0,1.0,42.0,23600.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00004,False,False,776248.6875,5.41,82.0
3.0,1.0,37.0,40067.0,Small,MAGNOLIA / QUEEN ANNE,Office,99.99997,False,False,2303732.75,16.06,43.0
3.0,1.0,34.0,26419.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.0,False,False,1074989.0,7.49,67.0
3.0,1.0,44.0,25262.0,Small,MAGNOLIA / QUEEN ANNE,Office,79.93393,True,False,1469556.25,23.85,54.0
3.0,1.0,43.0,34106.0,Small,MAGNOLIA / QUEEN ANNE,Office,99.99999,False,False,1619177.125,11.29,57.0
3.0,1.0,43.0,34545.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00001,False,False,2313978.75,16.13,29.0
3.0,1.0,43.0,70296.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99998,False,False,2782066.5,19.39,86.0
4.0,1.0,121.0,27838.0,Small,DOWNTOWN,Office,99.99999,False,False,1217509.125,8.49,77.0
2.0,1.0,72.0,39815.0,Small,NORTHWEST,Office,72.60365,True,False,2050600.75,40.22,62.0
2.0,1.0,22.0,42793.0,Small,NORTHWEST,Office,99.99997,False,False,1772188.5,12.35,27.0
3.0,1.0,105.0,38148.0,Small,DOWNTOWN,Office,99.99994,False,False,1262255.75,8.8,98.0
5.0,1.0,38.0,85963.0,Medium,MAGNOLIA / QUEEN ANNE,Office,99.99998,False,False,4480961.0,31.24,43.0
3.0,1.0,120.0,57720.0,Medium,DOWNTOWN,Office,99.99793,False,False,24105.5,0.17,
6.0,1.0,116.0,35200.0,Small,DOWNTOWN,Office,99.99999,False,False,2998208.25,20.9,8.0
5.0,1.0,116.0,35840.0,Small,DOWNTOWN,Office,47.00177,True,False,1538750.625,48.35,83.0
4.0,1.0,95.0,30525.0,Small,DOWNTOWN,Office,73.56933,False,True,2883139.0,73.61,17.0
3.0,1.0,113.0,73549.0,Medium,EAST,Office,32.78887,True,False,2828950.5,107.45,90.0
1.0,1.0,30.0,27744.0,Small,BALLARD,Office,99.99998,False,False,5355753.0,37.34,
3.0,1.0,103.0,28380.0,Small,LAKE UNION,Office,58.61428,True,False,1372213.375,35.77,62.0
5.0,1.0,14.0,508160.0,Large,LAKE UNION,Office,77.44314,True,False,28053172.0,487.53,77.0
3.0,1.0,97.0,26176.0,Small,LAKE UNION,Office,43.18221,True,False,966907.375,32.09,95.0
1.0,1.0,97.0,37740.0,Small,LAKE UNION,Office,93.71005,True,False,7442314.5,73.48,1.0
4.0,1.0,24.0,38038.0,Small,LAKE UNION,Office,99.99996,False,False,2003807.75,13.97,84.0
4.0,1.0,16.0,64596.0,Medium,LAKE UNION,Office,48.31124,True,False,2524228.25,77.8,92.0
3.0,1.0,95.0,41466.0,Small,LAKE UNION,Office,59.91756,True,False,9190442.0,234.03,1.0
6.0,1.0,10.0,130710.0,Medium,LAKE UNION,Office,89.87324,True,False,7429423.0,86.51,92.0
4.0,1.0,97.0,35780.0,Small,LAKE UNION,Office,99.99996,False,False,1912760.75,13.33,77.0
4.0,1.0,104.0,47686.0,Medium,DOWNTOWN,Office,56.66809,False,True,2071670.25,77.48,72.0
6.0,1.0,108.0,40715.0,Small,DOWNTOWN,Office,80.70472,True,False,2827772.75,44.89,
4.0,1.0,113.0,36160.0,Small,DOWNTOWN,Office,100.00001,False,False,1862176.875,12.98,47.0
5.0,1.0,114.0,66900.0,Medium,DOWNTOWN,Office,96.37388,True,False,1634178.25,14.13,100.0
3.0,1.0,23.0,50499.0,Medium,LAKE UNION,Office,99.92454,True,False,3205182.5,22.46,13.0
5.0,1.0,59.0,54465.0,Medium,LAKE UNION,Office,90.29678,True,False,3600571.25,41.22,68.0
2.0,1.0,64.0,21128.0,Small,LAKE UNION,Office,99.99998,False,False,436604.0938,3.04,97.0
3.0,1.0,10.0,51552.0,Medium,LAKE UNION,Office,99.99998,False,False,1539066.375,10.73,
3.0,1.0,93.0,45864.0,Small,MAGNOLIA / QUEEN ANNE,Office,,True,False,2590622.0,115.43,94.0
3.0,1.0,36.0,33176.0,Small,LAKE UNION,Office,60.46788,True,False,1426279.5,35.96,89.0
2.0,1.0,41.0,41262.0,Small,GREATER DUWAMISH,Office,99.99995,False,False,1903455.875,13.27,84.0
2.0,1.0,70.0,43183.0,Small,LAKE UNION,Office,88.06117,True,False,7408342.0,92.45,
4.0,1.0,24.0,28844.0,Small,BALLARD,Office,99.99992,False,False,910718.6875,6.35,
2.0,1.0,56.0,24000.0,Small,GREATER DUWAMISH,Office,99.99998,False,False,1088556.25,7.59,73.0
3.0,1.0,49.0,39927.0,Small,NORTH,Office,99.99999,False,False,3568419.5,24.88,38.0
3.0,1.0,96.0,23910.0,Small,MAGNOLIA / QUEEN ANNE,Office,77.63102,True,False,873577.3125,15.11,
1.0,1.0,56.0,25500.0,Small,GREATER DUWAMISH,Office,,True,False,1213869.75,55.3,98.0
3.0,1.0,31.0,26389.0,Small,MAGNOLIA / QUEEN ANNE,Office,99.99997,False,False,1208035.375,8.42,
3.0,1.0,41.0,25859.0,Small,MAGNOLIA / QUEEN ANNE,Office,77.5177,True,False,858780.625,14.9,88.0
4.0,1.0,15.0,41784.0,Small,MAGNOLIA / QUEEN ANNE,Office,99.99998,False,False,1294615.25,9.03,89.0
2.0,1.0,62.0,20022.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00003,False,False,657385.8125,4.58,80.0
4.0,1.0,16.0,30152.0,Small,MAGNOLIA / QUEEN ANNE,Office,99.88449,True,False,845044.125,5.94,96.0
4.0,1.0,44.0,22365.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00003,False,False,727385.8125,5.07,71.0
4.0,1.0,29.0,30172.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00001,False,False,904059.875,6.3,82.0
4.0,1.0,122.0,23032.0,Small,BALLARD,Office,99.99993,False,False,1121537.75,7.82,
2.0,1.0,55.0,23500.0,Small,BALLARD,Office,70.74125,True,False,1686405.0,34.52,26.0
1.0,1.0,57.0,22282.0,Small,BALLARD,Office,52.82017,True,False,579888.3125,16.67,93.0
2.0,1.0,92.0,37500.0,Small,NORTH,Office,72.20149,True,False,2235765.5,44.26,58.0
4.0,1.0,40.0,40571.0,Small,MAGNOLIA / QUEEN ANNE,Office,99.99997,False,False,1286817.375,8.97,64.0
4.0,1.0,40.0,41707.0,Small,MAGNOLIA / QUEEN ANNE,Office,99.99997,False,False,1755788.5,12.24,78.0
2.0,1.0,41.0,27574.0,Small,NORTHWEST,Office,99.99998,False,False,1211349.25,8.44,73.0
3.0,1.0,36.0,76105.0,Medium,NORTHWEST,Office,99.99999,False,False,2472350.25,17.24,91.0
2.0,1.0,35.0,30659.0,Small,DELRIDGE,Office,68.89374,True,False,2619088.5,55.85,88.0
1.0,1.0,35.0,45145.0,Small,DOWNTOWN,Office,40.56032,True,False,1268459.0,43.63,
5.0,1.0,22.0,70332.0,Medium,DOWNTOWN,Office,94.19462,True,False,1981115.25,19.12,89.0
2.0,1.0,26.0,40657.0,Small,GREATER DUWAMISH,Office,97.01347,True,False,2826828.0,23.6,57.0
7.0,1.0,53.0,54372.0,Medium,EAST,Office,100.0,False,False,1403820.0,9.79,94.0
3.0,1.0,67.0,21282.0,Small,EAST,Office,38.797,False,True,1245923.75,62.23,69.0
3.0,1.0,38.0,33580.0,Small,NORTH,Office,100.00014,False,False,409578.4063,2.86,100.0
2.0,1.0,35.0,66484.0,Medium,DELRIDGE,Office,100.0,False,False,3046543.0,21.24,69.0
3.0,1.0,64.0,25151.0,Small,EAST,Office,44.80075,False,True,1356874.75,62.05,85.0
2.0,1.0,34.0,23472.0,Small,DOWNTOWN,Office,53.16553,True,False,1625308.625,46.45,
2.0,1.0,50.0,21315.0,Small,GREATER DUWAMISH,Office,29.34221,True,False,2796425.0,110.66,34.0
4.0,1.0,39.0,57110.0,Medium,MAGNOLIA / QUEEN ANNE,Office,91.05366,True,False,2190460.0,24.31,69.0
3.0,1.0,44.0,34030.0,Small,DOWNTOWN,Office,87.51595,True,False,1748629.875,22.26,50.0
3.0,1.0,34.0,48924.0,Medium,LAKE UNION,Office,58.85401,True,False,2282551.25,59.24,71.0
4.0,1.0,64.0,50333.0,Medium,LAKE UNION,Office,99.99998,False,False,1602084.375,11.17,88.0
4.0,1.0,37.0,57432.0,Medium,LAKE UNION,Office,99.99999,False,False,2520483.25,17.57,
3.0,1.0,54.0,25912.0,Small,LAKE UNION,Office,99.99995,False,False,666740.3125,4.65,
3.0,1.0,23.0,57132.0,Medium,LAKE UNION,Office,99.99996,False,False,1994967.75,13.91,73.0
2.0,1.0,44.0,43016.0,Small,MAGNOLIA / QUEEN ANNE,Office,,True,False,1234095.5,60.57,100.0
2.0,1.0,83.0,20671.0,Small,MAGNOLIA / QUEEN ANNE,Office,31.06011,True,False,638507.125,24.76,98.0
3.0,1.0,107.0,31774.0,Small,LAKE UNION,Office,90.15889,True,False,1639136.25,18.87,85.0
2.0,1.0,40.0,23687.0,Small,GREATER DUWAMISH,Office,100.00002,False,False,1084553.75,7.56,68.0
2.0,1.0,40.0,24221.0,Small,GREATER DUWAMISH,Office,100.00002,False,False,1435562.75,10.01,20.0
2.0,1.0,123.0,32027.0,Small,DOWNTOWN,Office,45.52101,True,False,3999505.25,128.41,54.0
3.0,1.0,117.0,32160.0,Small,DOWNTOWN,Office,100.0,False,False,2805826.0,19.56,
3.0,1.0,109.0,34425.0,Small,GREATER DUWAMISH,Office,61.34462,True,False,2018385.75,50.07,84.0
3.0,1.0,116.0,25200.0,Small,CENTRAL,Office,69.14152,True,False,1748444.25,37.08,47.0
1.0,1.0,76.0,45068.0,Small,CENTRAL,Office,49.77369,True,False,284857.3125,8.59,100.0
2.0,1.0,60.0,28296.0,Small,CENTRAL,Office,99.99998,False,False,1328461.25,9.26,80.0
3.0,1.0,24.0,31357.0,Small,CENTRAL,Office,90.31021,True,False,1965075.625,22.48,55.0
